,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code
50,"['Assign the list of numbers ""{A}"" to a variable named ""my_relative_altitude"".', 'Compute the all prefix sum in the list ( 0 is the first element ) and store as my_net_altitude.', 'Find the larget number in the list my_net_altitude and print it out.']","[{'A': '[1,2,3,4]'}, {'A': '[-1,2,3,4]'}, {'A': '[-1,-2,-3,-4]'}, {'A': '[-1000000, 1, 2]'}, {'A': '[-5, 1, 5, 0, -10]'}]","[10, 8, 0, 0, 1]",128.0,array,Highest altitude,"Given relative altitudes , find the highest altitude.",51,def highest_altitude(A):,"['assert highest_altitude([1, 2, 3, 4]) == 10', 'assert highest_altitude([-1, 2, 3, 4]) == 8', 'assert highest_altitude([-1, -2, -3, -4]) == 0', 'assert highest_altitude([-1000000, 1, 2]) == 0', 'assert highest_altitude([-5, 1, 5, 0, -10]) == 1']","['def highest_altitude(A):\n\t#Assign the list of numbers ""{A}"" to a variable named ""my_relative_altitude"".\n\tmy_relative_altitude = []\n\t#Assign the list of numbers ""{A}"" to a variable named ""my_absolute_altitude"".\n\tmy_absolute_altitude = []\n\t#Assign the list of numbers ""{A}"" to a variable named ""my_relative_altitude"".\n\tfor i in range(len(A)):\n\t\tmy_relative_altitude.append(A[i] - A[0])\n\t\tmy_absolute_altitude.append(A[i])\n\t#Assign the list of numbers ""{A}"" to a variable named ""my_absolute_altitude"".', 'def highest_altitude(A):\n\t#Compute the all prefix sum in the list ( 0 is the first element ) and store as my_net_altitude.\n\tmy_net_altitude = [0]\n\tfor i in range(len(A)):\n\t\tmy_net_altitude.append(my_net_altitude[i] + A[i])\n\t#Find the highest value in the list.\n\thighest_altitude = max(my_net_altitude)', 'def highest_altitude(A):\n\t#Find the larget number in the list my_net_altitude and print it out.\n\thighest_altitude = 0\n\tfor i in range(len(A)):\n\t\tif A[i] > highest_altitude:\n\t\t\thighest_altitude = A[i]']"
51,"['Assign the list of words ""{A}"" to a variable named ""my_sentences"".', 'Assign an integer ""{K}"" to a variable named ""k"".', 'Truncate the list such that it contains k words and store as truncated_list', 'Print out the variable truncated_list .']","[{'A': ['hello', 'world'], 'K': 1}, {'A': ['hello', 'how', 'are', 'you', 'Jim'], 'K': 4}, {'A': ['China', 'is', 'a', 'large', 'country'], 'K': 1}, {'A': ['yes', 'yes', 'yes', 'yes', 'yes'], 'K': 4}, {'A': ['what', 'is', 'your', 'name'], 'K': 1}]","[['hello'], ['hello', 'how', 'are', 'you'], ['China'], ['yes', 'yes', 'yes', 'yes'], ['what']]",128.0,array,Truncate words,Truncate a sentence so that it contains k words.,52,"def truncate_words(A,K):","[""assert truncate_words(['hello', 'world'],1) == ['hello']"", ""assert truncate_words(['hello', 'how', 'are', 'you', 'Jim'],4) == ['hello', 'how', 'are', 'you']"", ""assert truncate_words(['China', 'is', 'a', 'large', 'country'],1) == ['China']"", ""assert truncate_words(['yes', 'yes', 'yes', 'yes', 'yes'],4) == ['yes', 'yes', 'yes', 'yes']"", ""assert truncate_words(['what', 'is', 'your', 'name'],1) == ['what']""]","['def truncate_words(A,K):\n\t#Assign the list of words ""{A}"" to a variable named ""my_sentences"".\n\tmy_sentences = A\n\t#Assign the length of the list of words ""{my_sentences}"" to a variable named ""len_my_sentences"".\n\tlen_my_sentences = len(my_sentences)\n\t#Assign the list of words ""{my_sentences}"" to a variable named ""my_words"".\n\tmy_words = my_sentences\n\t#Assign the length of the list of words ""{my_words}"" to a variable named ""len_my_words"".\n\tlen_my_words = len(my_words)\n\t#Assign the list of words', 'def truncate_words(A,K):\n\t#Assign an integer ""{K}"" to a variable named ""k"".\n\tk = K\n\t#Assign an integer ""{n}"" to a variable named ""n"".\n\tn = len(A)\n\t#Assign an integer ""{i}"" to a variable named ""i"".\n\ti = 0\n\t#Assign an integer ""{j}"" to a variable named ""j"".\n\tj = 0\n\t#Assign an integer ""{temp}"" to a variable named ""temp"".\n\ttemp = 0\n\t#Assign an integer ""{temp2}"" to a variable named ""temp2"".\n\ttemp2 = 0\n\t#Assign an integer ""{temp', 'def truncate_words(A,K):\n\t#Truncate the list such that it contains k words and store as truncated_list\n\ttruncated_list = []\n\tfor i in range(len(A)):\n\t\tif len(A[i]) <= K:\n\t\t\ttruncated_list.append(A[i])\n\t\telse:\n\t\t\ttruncated_list.append(A[i][:K])', 'def truncate_words(A,K):\n\t#Print out the variable truncated_list.\n\ttruncated_list = []\n\t#Print out the variable A.\n\t#Print out the variable K.\n\t#Print out the variable len(A).\n\t#Print out the variable len(A[0]).\n\t#Print out the variable len(A[0][0]).\n\treturn ""A = "",A\n\treturn ""K = "",K\n\treturn ""len(A) = "",len(A)\n\treturn ""len(A[0]) = "",len(A[0])']"
52,"['Assign the list of integers ""{A}"" to a variable named ""my_numbers"".', 'Count the frequencies of the integers in my_numbers.', 'Find the integer that the frequency is 1 and store as one_time.', 'Print out the variable one_time.']","[{'A': [1, 2, 2, 2]}, {'A': [-1, 4, 4, 4, 4, 4]}, {'A': [-1, -4, 8, -4, 8]}, {'A': [-1000000, 1, 1]}, {'A': '[10000, 2, 2, 2,2,2]'}]","[1, -1, -1, -1000000, 10000]",128.0,array,Single element,Find the elements that appear one time in an array.,53,def single_element(A):,"['assert single_element([1, 2, 2, 2]) == 1', 'assert single_element([-1, 4, 4, 4, 4, 4]) == -1', 'assert single_element([-1, -4, 8, -4, 8]) == -1', 'assert single_element([-1000000, 1, 1]) == -1000000', 'assert single_element([10000, 2, 2, 2, 2, 2]) == 10000']","['def single_element(A):\n\t#Assign the list of integers ""{A}"" to a variable named ""my_numbers"".\n\tmy_numbers = A\n\t#Assign the variable ""my_numbers"" to a variable named ""my_sum"".\n\tmy_sum = 0\n\t#Iterate over the list of integers ""{my_numbers}"" and add the values of each element to the variable ""{my_sum}"".\n\tfor i in my_numbers:\n\t\tmy_sum += i\n\t#Return the value of the variable ""{my_sum}"".', 'def single_element(A):\n\t#Count the frequencies of the integers in my_numbers.\n\t#If there are more than one, return the first one.\n\t#If there is only one, return it.\n\t#If there are no numbers, return None.\n\t#If there are no integers, return None.\n\t#If there are no duplicates, return None.\n\t#If there are no duplicates, return None.\n\t#If there are no duplicates, return None.\n\t#If there are no duplicates, return None.\n\t#If there are no duplicates, return None.\n\t#If there are no duplicates, return None.\n\t#If there', 'def single_element(A):\n\t#Find the integer that the frequency is 1 and store as one_time.\n\tone_time = 0\n\tfor i in range(len(A)):\n\t\tif A[i] == 1:\n\t\t\tone_time = i\n\t\t\tbreak\n\t#Find the frequency of the one_time element.\n\tfreq = 0\n\tfor i in range(len(A)):\n\t\tif A[i] == 1:\n\t\t\tfreq += 1\n\t#Return the frequency of the one_time element.', 'def single_element(A):\n\t#Print out the variable one_time.\n\treturn ""The variable one_time is: "", A[0]']"
53,"['Assign the list of integers ""{A}"" to a variable named ""my_numbers"".', 'Assign an integer ""{Val}"" to a variable named ""val"".', 'Remove all occurrences of val in my_numbers and store the removed list as remove_numbers.', 'Print out the variable remove_numbers.']","[{'A': [1, 2, 2, 2], 'Val': 2}, {'A': [-1, 4, 4, 4, 4, 4], 'Val': 4}, {'A': [-1, -4, 8, -4, 8], 'Val': -1}, {'A': [-1000000, 1, 1], 'Val': 1}, {'A': '[10000, 2, 2, 2,2,2]', 'Val': 2}]","[[1], [-1], [-4, 8, -4, 8], [-1000000], [10000]]",128.0,array,Remove elements,Remove all the occurrences of an element in an array.,54,"def remove_elements(A,Val):","['assert remove_elements([1, 2, 2, 2],2) == [1]', 'assert remove_elements([-1, 4, 4, 4, 4, 4],4) == [-1]', 'assert remove_elements([-1, -4, 8, -4, 8],-1) == [-4, 8, -4, 8]', 'assert remove_elements([-1000000, 1, 1],1) == [-1000000]', 'assert remove_elements([10000, 2, 2, 2, 2, 2],2) == [10000]']","['def remove_elements(A,Val):\n\t#Assign the list of integers ""{A}"" to a variable named ""my_numbers"".\n\tmy_numbers = A\n\t#Assign the list of integers ""{Val}"" to a variable named ""my_numbers"".\n\tmy_numbers = Val\n\t#Create a variable named ""new_list"" and assign the list of integers ""{my_numbers}"" to it.\n\tnew_list = my_numbers\n\t#Create a variable named ""new_list"" and assign the list of integers ""{my_numbers}"" to it.\n\tnew_list = my_numbers\n\t#Create a variable named ""new_list"" and assign the list of integers ""{my_numbers}"" to', 'def remove_elements(A,Val):\n\t#Assign an integer ""{Val}"" to a variable named ""val"".\n\tval = Val\n\t#Create a new list named ""new_list"" and assign it to the value of the variable ""val"".\n\tnew_list = []\n\t#Iterate through the list ""A"" and assign each element of the list ""A"" to a variable named ""element"".\n\tfor element in A:\n\t\t#If the element of the list ""A"" is not equal to the value of the variable ""val"", then add the element of the list ""A"" to the list ""new_list"".\n\t\tif element!= val:\n\t\t\tnew_list.append(', 'def remove_elements(A,Val):\n\t#Remove all occurrences of val in my_numbers and store the removed list as remove_numbers.\n\tremove_numbers = []\n\tfor i in range(len(A)):\n\t\tif A[i]!= Val:\n\t\t\tremove_numbers.append(A[i])', 'def remove_elements(A,Val):\n\t#Print out the variable remove_numbers.\n\t#print(""The variable remove_numbers is: "",remove_numbers)\n\t#Print out the variable A.\n\t#print(""The variable A is: "",A)\n\t#Print out the variable Val.\n\t#print(""The variable Val is: "",Val)\n\t#Print out the variable A[0].\n\t#print(""The variable A[0] is: "",A[0])\n\t#Print out the variable A[1].\n\t#print(""The variable A[1] is: "",A[1])\n\t#Print out the variable A[']"
54,"['Assign the list of integers ""{A}"" to a variable named ""my_numbers"".', 'Assign an integer ""{Val}"" to a variable named ""val"".', 'Sum all the number in my_numbers and store as sum_numbers.', 'Check whether the sum_numbers is equal to val. If yes, return ""True"", otherwise return ""False"".']","[{'A': [1, 2, 2, 2], 'Val': 2}, {'A': [-1, 5], 'Val': 4}, {'A': [-1, -1, -1, -1, 1], 'Val': -5}, {'A': [-1000000, 1, 1], 'Val': 1}, {'A': '[10000, 2, 2, 2,2,2]', 'Val': 2}]","['False', 'True', 'True', 'False', 'False']",128.0,array,Check array sum,Check whether the sum of an array is equal to a given value.,55,"def check_array_sum(A,Val):","['assert check_array_sum([1, 2, 2, 2],2) == False', 'assert check_array_sum([-1, 5],4) == True', 'assert check_array_sum([-1, -1, -1, -1, 1],-5) == True', 'assert check_array_sum([-1000000, 1, 1],1) == False', 'assert check_array_sum([10000, 2, 2, 2, 2, 2],2) == False']","['def check_array_sum(A,Val):\n\t#Assign the list of integers ""{A}"" to a variable named ""my_numbers"".\n\tmy_numbers = A\n\t#Assign the sum of the integers in ""my_numbers"" to a variable named ""sum"".\n\tsum = 0\n\t#Iterate over the list of integers in ""my_numbers"".\n\tfor i in my_numbers:\n\t\t#Add the integer in ""i"" to the sum.\n\t\tsum += i\n\t#If the sum of the integers in ""my_numbers"" is equal to the value of ""Val"", return True.\n\tif sum == Val:\n\t#Otherwise, return False.\n\telse', 'def check_array_sum(A,Val):\n\t#Assign an integer ""{Val}"" to a variable named ""val"".\n\tval = Val\n\t#Assign an integer ""{A}"" to a variable named ""A"".\n\tA = A\n\t#Assign an integer ""{sum}"" to a variable named ""sum"".\n\tsum = 0\n\t#Assign an integer ""{i}"" to a variable named ""i"".\n\ti = 0\n\t#Assign an integer ""{j}"" to a variable named ""j"".\n\tj = 0\n\t#Assign an integer ""{k}"" to a variable named ""k"".\n\tk = 0\n\t#Assign an integer ""{l}"" to a variable named ""', 'def check_array_sum(A,Val):\n\t#Sum all the number in my_numbers and store as sum_numbers.\n\tsum_numbers = 0\n\tfor i in range(len(A)):\n\t\tsum_numbers += A[i]\n\t#Check if sum_numbers is equal to Val.\n\tif sum_numbers == Val:\n\telse:', 'def check_array_sum(A,Val):\n\t#Check whether the sum_numbers is equal to val. If yes, return ""True"", otherwise return ""False"".\n\tsum_numbers = 0\n\tfor i in range(len(A)):\n\t\tsum_numbers += A[i]\n\tif sum_numbers == Val:\n\t\treturn True\n\telse:\n\t\treturn False']"
55,"['Assign a sorted list ""{A}"" to a variable named ""my_numbers1"".', 'Assign a sorted list ""{B}"" to a variable named ""my_numbers2"".', 'Merge the two sorted lists in a new sorted list and store as new_list.', 'Print the sorted new_list.']","[{'A': [1, 2, 2, 2], 'B': [3, 4]}, {'A': [-1, 5], 'B': [1, 2]}, {'A': [-1, -1, -1, -1, 1], 'B': [-1, 8]}, {'A': [-1000000, 1, 1], 'B': [1, 6]}, {'A': '[2, 2,2,2,2, 10000]', 'B': [-2, -1]}]","[[1, 2, 2, 2, 3, 4], [-1, 1, 2, 5], [-1, -1, -1, -1, -1, 1, 8], [-1000000, 1, 1, 1, 8], [-2, -1, 2, 2, 2, 2, 2, 10000]]",128.0,algorithm,Merge sorted lists,Merge two sorted lists into one.,56,"def merge_sorted_lists(A,B):","['assert merge_sorted_lists([1, 2, 2, 2],[3, 4]) == [1, 2, 2, 2, 3, 4]', 'assert merge_sorted_lists([-1, 5],[1, 2]) == [-1, 1, 2, 5]', 'assert merge_sorted_lists([-1, -1, -1, -1, 1],[-1, 8]) == [-1, -1, -1, -1, -1, 1, 8]', 'assert merge_sorted_lists([-1000000, 1, 1],[1, 6]) == [-1000000, 1, 1, 1, 8]', 'assert merge_sorted_lists([2, 2, 2, 2, 2, 10000],[-2, -1]) == [-2, -1, 2, 2, 2, 2, 2, 10000]']","['def merge_sorted_lists(A,B):\n\t#Assign a sorted list ""{A}"" to a variable named ""my_numbers1"".\n\tmy_numbers1 = sorted(A)\n\t#Assign a sorted list ""{B}"" to a variable named ""my_numbers2"".\n\tmy_numbers2 = sorted(B)\n\t#Assign a sorted list ""{my_numbers1}"" and ""{my_numbers2}"" to a variable named ""merged_list"".\n\tmerged_list = my_numbers1 + my_numbers2\n\t#Return the merged list.', 'def merge_sorted_lists(A,B):\n\t#Assign a sorted list ""{B}"" to a variable named ""my_numbers2"".\n\tmy_numbers2 = B\n\t#Assign a sorted list ""{A}"" to a variable named ""my_numbers1"".\n\tmy_numbers1 = A\n\t#Create a variable named ""my_sum"" and assign the sum of the two lists.\n\tmy_sum = my_numbers1 + my_numbers2\n\t#Return the sum of the two lists.', 'def merge_sorted_lists(A,B):\n\t#Merge the two sorted lists in a new sorted list and store as new_list.\n\tnew_list = []\n\ti = 0\n\tj = 0\n\twhile i < len(A) and j < len(B):\n\t\tif A[i] < B[j]:\n\t\t\tnew_list.append(A[i])\n\t\t\ti += 1\n\t\telse:\n\t\t\tnew_list.append(B[j])\n\t\t\tj += 1\n\t#Add the remaining elements of A to the new list.\n\twhile i < len(A):\n\t\tnew_list.append(A[i])\n\t\ti += 1', 'def merge_sorted_lists(A,B):\n\t#Print the sorted new_list.\n\tnew_list = []\n\ti = 0\n\tj = 0\n\twhile i < len(A) and j < len(B):\n\t\tif A[i] < B[j]:\n\t\t\tnew_list.append(A[i])\n\t\t\ti += 1\n\t\telse:\n\t\t\tnew_list.append(B[j])\n\t\t\tj += 1\n\twhile i < len(A):\n\t\tnew_list.append(A[i])\n\t\ti += 1\n\twhile j < len(B):\n\t\tnew_list']"
56,"['Assign an integer array ""{A}"" to a variable named ""my_array"".', 'Find the contiguous subarray of my_array with the largest sum and store as max_subarray.', 'Compute the sum of max_subarray and store as sum_subarry.', 'Print out the variable sum_subarray.']","[{'A': [1]}, {'A': [-1, 5]}, {'A': [-1, -1, -1, -1, 1]}, {'A': [-1000000, 1, 1]}, {'A': '[2, 2,2,2,2, 10000]', 'B': [-2, -1]}]","[1, 5, 1, 2, 10010, -1]",128.0,algorithm,Maximum subarray,Find the max contiguous subarray and return the sum.,57,def maximum_subarray(A):,"['assert maximum_subarray([1]) == 1', 'assert maximum_subarray([-1, 5]) == 5', 'assert maximum_subarray([-1, -1, -1, -1, 1]) == 1', 'assert maximum_subarray([-1000000, 1, 1]) == 2', 'assert maximum_subarray([2, 2, 2, 2, 2, 10000],[-2, -1]) == 10010']","['def maximum_subarray(A):\n\t#Assign an integer array ""{A}"" to a variable named ""my_array"".\n\tmy_array = A\n\t#Assign an integer variable named ""max_sum"" to a variable named ""max_sum"".\n\tmax_sum = 0\n\t#Assign an integer variable named ""max_sum_index"" to a variable named ""max_sum_index"".\n\tmax_sum_index = 0\n\t#Assign an integer variable named ""current_sum"" to a variable named ""current_sum"".\n\tcurrent_sum = 0\n\t#Assign an integer variable named ""current_sum_index"" to a variable named ""current_sum_index', 'def maximum_subarray(A):\n\t#Find the contiguous subarray of my_array with the largest sum and store as max_subarray.\n\tmax_subarray = [0] * len(A)\n\tmax_subarray[0] = A[0]\n\tfor i in range(1, len(A)):\n\t\tmax_subarray[i] = max(max_subarray[i-1] + A[i], A[i])', 'def maximum_subarray(A):\n\t#Compute the sum of max_subarray and store as sum_subarry.\n\tsum_subarray = A[0]\n\t#Compute the max_subarray and store as max_subarray.\n\tmax_subarray = A[0]\n\t#Compute the current sum and max_subarray.\n\tfor i in range(1, len(A)):\n\t\tsum_subarray = max(sum_subarray + A[i], A[i])\n\t\tmax_subarray = max(max_subarray, sum_subarray)', 'def maximum_subarray(A):\n\t#Print out the variable sum_subarray.\n\tsum_subarray = 0\n\t#Initialize the left and right pointers.\n\tleft = 0\n\tright = 0\n\t#Initialize the maximum sum.\n\tmax_sum = -10000000000000000000000000000000000000000000000000000000000000000000000000000000000']"
57,"['Assign the positive number ""{A}"" to a variable named ""my_number"".', 'Compute the squre root of the number and store as square_root. ', 'Compute the largest integer but not larger than square_root and store as largest_square_root.', 'Print the integer largest_square_root.']","[{'A': 1}, {'A': 5}, {'A': 101}, {'A': 30}, {'A': 10000}]","[1, 2, 10, 5, 100]",128.0,algorithm,Max square root integer,Compute the largest integer but not larger than square root of one positive number.,58,def max_square_root_integer(A):,"['assert max_square_root_integer(1) == 1', 'assert max_square_root_integer(5) == 2', 'assert max_square_root_integer(101) == 10', 'assert max_square_root_integer(30) == 5', 'assert max_square_root_integer(10000) == 100']","['def max_square_root_integer(A):\n\t#Assign the positive number ""{A}"" to a variable named ""my_number"".\n\tmy_number = A\n\t#Assign the positive number ""{A}"" to a variable named ""square_root"".\n\tsquare_root = 0\n\t#Assign the positive number ""{A}"" to a variable named ""square_root_of_my_number"".\n\tsquare_root_of_my_number = 0\n\t#Assign the positive number ""{A}"" to a variable named ""square_root_of_my_number"".\n\tsquare_root_of_my_number = 0\n\t#Assign the positive number ""{A}"" to a variable named ""square', 'def max_square_root_integer(A):\n\t#Compute the squre root of the number and store as square_root. \n\tsquare_root = 0\n\twhile A > 0:\n\t\tsquare_root += A % 10\n\t\tA //= 10', 'def max_square_root_integer(A):\n\t#Compute the largest integer but not larger than square_root and store as largest_square_root.\n\tlargest_square_root = 0\n\tfor i in range(1, int(math.sqrt(A))+1):\n\t\tif A % i == 0:\n\t\t\tlargest_square_root = i\n\t\t\tbreak', 'def max_square_root_integer(A):\n\t#Print the integer largest_square_root.\n\t#The largest square root of a positive integer is the square root of the largest integer less than or equal to the positive integer.\n\t#The largest square root of a negative integer is the square root of the largest integer greater than or equal to the negative integer.\n\t#The largest square root of a zero is the square root of zero.\n\t#The largest square root of a negative zero is the square root of zero.\n\t#The largest square root of a positive infinity is the square root of the largest integer less than or equal to the positive infinity.\n\t#The largest square root of a']"
58,"['Assign the list of words ""{A}"" to a variable named ""my_words"".', 'Count the length of the words in the list and store as a dictionary word_count. ', 'Find the element with the largest count in dictionary word_count and store as longest_word.', 'print the variable longest_word.']","[{'A': ['Hello', 'word']}, {'A': ['a', 'good', 'place']}, {'A': ['the', 'last', 'word', 'in', 'the', 'sentence']}, {'A': ['good']}, {'A': ['There', 'will', 'be', 'a', 'joy']}]","['Hello', 'place', 'sentence', 'good', 'There']",128.0,algorithm,Longest word,Find the longest word in a word list.,59,def longest_word(A):,"[""assert longest_word(['Hello', 'word']) == 'Hello'"", ""assert longest_word(['a', 'good', 'place']) == 'place'"", ""assert longest_word(['the', 'last', 'word', 'in', 'the', 'sentence']) == 'sentence'"", ""assert longest_word(['good']) == 'good'"", ""assert longest_word(['There', 'will', 'be', 'a', 'joy']) == 'There'""]","['def longest_word(A):\n\t#Assign the list of words ""{A}"" to a variable named ""my_words"".\n\tmy_words = A\n\t#Assign the variable ""longest"" to a variable named ""longest""\n\tlongest = 0\n\t#Assign the variable ""word"" to a variable named ""word""\n\tword = """"\n\t#Assign the variable ""i"" to a variable named ""i""\n\ti = 0\n\t#Assign the variable ""j"" to a variable named ""j""\n\tj = 0\n\t#Assign the variable ""k"" to a variable named ""k""\n\tk = 0\n\t#Assign the variable ""l"" to a variable', 'def longest_word(A):\n\t#Count the length of the words in the list and store as a dictionary word_count.', 'def longest_word(A):\n\t#Find the element with the largest count in dictionary word_count and store as longest_word.\n\tlongest_word = """"\n\tlongest_count = 0\n\tfor word in A:\n\t\tif word in word_count:\n\t\t\tif word_count[word] > longest_count:\n\t\t\t\tlongest_word = word\n\t\t\t\tlongest_count = word_count[word]', 'def longest_word(A):\n\t#print the variable longest_word.\n\tlongest_word = """"\n\t#print the variable A.\n\tfor i in A:\n\t\t#print the variable i.\n\t\tif len(i) > len(longest_word):\n\t\t\t#print the variable i.\n\t\t\tlongest_word = i\n\t#print the variable longest_word.\n\treturn longest_word']"
59,"['Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".', 'Return the elements that appears exactly once in the above list and store as my_uniques.', 'Compute the sum of the list my_uniques and print it out.']","[{'A': '[1,2,3]'}, {'A': '[1,1,1,1]'}, {'A': '[-1,-2,-3,-3]'}, {'A': '[-1000000, 1, 1, 2,2,3,3,3,3]'}, {'A': '[-5, 1, -5, 0, -10]'}]","[6, 0, -3, -1000000, -9]",128.0,algorithm,Sum unique elements,Sum all the unique numbers in a list.,60,def sum_unique_elements(A):,"['assert sum_unique_elements([1, 2, 3]) == 6', 'assert sum_unique_elements([1, 1, 1, 1]) == 0', 'assert sum_unique_elements([-1, -2, -3, -3]) == -3', 'assert sum_unique_elements([-1000000, 1, 1, 2, 2, 3, 3, 3, 3]) == -1000000', 'assert sum_unique_elements([-5, 1, -5, 0, -10]) == -9']","['def sum_unique_elements(A):\n\t#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".\n\tmy_numbers = A\n\t#Create a variable named ""sum"" and set it equal to 0.\n\tsum = 0\n\t#Loop through the list of numbers ""{my_numbers}"" and add each number to the sum variable.\n\tfor i in my_numbers:\n\t\tsum += i\n\t#Return the sum of the list of numbers ""{my_numbers}"".', 'def sum_unique_elements(A):\n\t#Return the elements that appears exactly once in the above list and store as my_uniques.\n\tmy_uniques = []\n\tfor i in A:\n\t\tif i not in my_uniques:\n\t\t\tmy_uniques.append(i)', 'def sum_unique_elements(A):\n\t#Compute the sum of the list my_uniques and print it out.\n\tmy_uniques = []\n\tfor i in A:\n\t\tif i not in my_uniques:\n\t\t\tmy_uniques.append(i)']"
60,"['Assign the matrix ""{A}"" to a variable named ""my_matrix"".', 'Find the diagonal elements of my matrix and store as diag_elements.', 'print out the sum of the variable diag_elements.']","[{'A': [[3, 2], [2, 3]]}, {'A': [[3, 2, 5], [2, 3, 5]]}, {'A': [1]}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]]}, {'A': [5, 5, 5, 5, 5, 0]}]","[6, 6, 1, 60001, 5]",128.0,data science,Digonal sum,Compute the digonal sum of a matrix.,61,def digonal_sum(A):,"['assert digonal_sum([[3, 2], [2, 3]]) == 6', 'assert digonal_sum([[3, 2, 5], [2, 3, 5]]) == 6', 'assert digonal_sum([1]) == 1', 'assert digonal_sum([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]]) == 60001', 'assert digonal_sum([5, 5, 5, 5, 5, 0]) == 5']","['def digonal_sum(A):\n\t#Assign the matrix ""{A}"" to a variable named ""my_matrix"".\n\tmy_matrix = A\n\t#Assign the size of the matrix to a variable named ""size"".\n\tsize = len(my_matrix)\n\t#Assign the sum of the diagonal elements to a variable named ""diagonal_sum"".\n\tdiagonal_sum = 0\n\t#Iterate over the rows of the matrix.\n\tfor i in range(size):\n\t\t#Iterate over the columns of the matrix.\n\t\tfor j in range(size):\n\t\t\t#If the current element is not the diagonal element, add it to the sum.\n\t\t\tif i!= j:', 'def digonal_sum(A):\n\t#Find the diagonal elements of my matrix and store as diag_elements.\n\tdiag_elements = []\n\tfor i in range(len(A)):\n\t\tfor j in range(len(A)):\n\t\t\tif i == j:\n\t\t\t\tdiag_elements.append(A[i][j])', 'def digonal_sum(A):\n\t#print out the sum of the variable diag_elements.\n\tdiag_elements = 0\n\tfor i in range(len(A)):\n\t\tfor j in range(len(A)):\n\t\t\tif i == j:\n\t\t\t\tdiag_elements += A[i][j]\n\treturn diag_elements']"
61,"['Assign the matrix ""{A}"" to a variable named ""my_matrix"".', 'Assign the number ""{T}"" to a variable named ""t"".', 'Compute the condition number of my_matrix and store as result.', 'Check whether the result is smaller than t. If yes, return ""True"", otherwise return ""False"".']","[{'A': [[3, 2], [2, 3]], 'T': 1}, {'A': [[3, 2, 5], [2, 3, 5]], 'T': -1}, {'A': [[1, 5]], 'T': 2}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]], 'T': 100}, {'A': [[5, 5, 5, 5, 5, 0]], 'T': 0.5}]","['False', 'False', 'True', 'False', 'False']",128.0,data science,Matrix condition number,Check conditon number of a matrix is less than a threshold.,62,"def matrix_condition_number(A,T):","['assert matrix_condition_number([[3, 2], [2, 3]],1) == False', 'assert matrix_condition_number([[3, 2, 5], [2, 3, 5]],-1) == False', 'assert matrix_condition_number([[1, 5]],2) == True', 'assert matrix_condition_number([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]],100) == False', 'assert matrix_condition_number([[5, 5, 5, 5, 5, 0]],0.5) == False']","['def matrix_condition_number(A,T):\n\t#Assign the matrix ""{A}"" to a variable named ""my_matrix"".\n\tmy_matrix = A\n\t#Assign the matrix ""{T}"" to a variable named ""my_matrix"".\n\tmy_matrix = T\n\t#Assign the matrix ""{my_matrix}"" to a variable named ""my_matrix"".\n\tmy_matrix = my_matrix\n\t#Assign the matrix ""{my_matrix}"" to a variable named ""my_matrix"".\n\tmy_matrix = my_matrix\n\t#Assign the matrix ""{my_matrix}"" to a variable named ""my_matrix"".\n\tmy_matrix = my_matrix\n\t#Assign the matrix ""{my_', 'def matrix_condition_number(A,T):\n\t#Assign the number ""{T}"" to a variable named ""t"".\n\tt = T\n\t#Assign the number ""{A}"" to a variable named ""a"".\n\ta = A\n\t#Assign the number ""{a^2}"" to a variable named ""aa"".\n\taa = a*a\n\t#Assign the number ""{a^3}"" to a variable named ""aaa"".\n\taaa = aa*a\n\t#Assign the number ""{a^4}"" to a variable named ""aaaa"".\n\taaaa = aaa*a\n\t#Assign the number ""{a^5}"" to a variable named ""aaaaa"".\n\taaaaa = aaaa', 'def matrix_condition_number(A,T):\n\t#Compute the condition number of my_matrix and store as result.\n\t#The result is a float.\n\t#The result is the condition number of my_matrix.\n\t#The result is the condition number of my_matrix.\n\t#The result is the condition number of my_matrix.\n\t#The result is the condition number of my_matrix.\n\t#The result is the condition number of my_matrix.\n\t#The result is the condition number of my_matrix.\n\t#The result is the condition number of my_matrix.\n\t#The result is the condition number of my_matrix.\n\t#The result is the', 'def matrix_condition_number(A,T):\n\t#Check whether the result is smaller than t. If yes, return ""True"", otherwise return ""False"".\n\tif np.linalg.cond(A) < T:\n\t\treturn ""True""\n\telse:\n\t\treturn ""False""']"
