,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code
59,"['Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".', 'Return the elements that appears exactly once in the above list and store as my_uniques.', 'Compute the sum of the list my_uniques and print it out.']","[{'A': '[1,2,3]'}, {'A': '[1,1,1,1]'}, {'A': '[-1,-2,-3,-3]'}, {'A': '[-1000000, 1, 1, 2,2,3,3,3,3]'}, {'A': '[-5, 1, -5, 0, -10]'}]","[6, 0, -3, -1000000, -9]",128.0,algorithm,Sum unique elements,Sum all the unique numbers in a list.,60,def sum_unique_elements(A):,"['assert sum_unique_elements([1, 2, 3]) == 6', 'assert sum_unique_elements([1, 1, 1, 1]) == 0', 'assert sum_unique_elements([-1, -2, -3, -3]) == -3', 'assert sum_unique_elements([-1000000, 1, 1, 2, 2, 3, 3, 3, 3]) == -1000000', 'assert sum_unique_elements([-5, 1, -5, 0, -10]) == -9']","['#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".\nmy_numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]\n\nprint(my_numbers)\n\nprint(my_numbers[0])\n\nprint(my_numbers[1])\n\nprint(my_numbers[2])\n\nprint(my_numbers[3])\n\nprint(my_numbers[4])\n\nprint(my_numbers[5])\n\nprint(my_numbers[6])\n\nprint(my_numbers[7])\n\nprint(', ""#Return the elements that appears exactly once in the above list and store as my_uniques.\n\nmy_uniques = []\nfor i in range(len(my_list)):\n    if my_list[i] not in my_uniques:\n        my_uniques.append(my_list[i])\nprint(my_uniques)\n\n'''\nOutput:\n[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18,"", '#Compute the sum of the list my_uniques and print it out.\nprint(sum(my_uniques))\n\nprint(""The list my_uniques is now sorted."")\n\nprint(""The list my_uniques is now reversed."")\n\nprint(""The list my_uniques is now reversed."")\n\nprint(""The list my_uniques is now reversed."")\n\nprint(""The list my_uniques is now reversed."")\n\nprint(""The list my_uniques is now reversed."")\n\nprint(""The list my_uniques is now reversed."")\n\nprint(""The list my_uniques is now reversed."")\n\nprint(""The list']"
60,"['Assign the matrix ""{A}"" to a variable named ""my_matrix"".', 'Find the diagonal elements of my matrix and store as diag_elements.', 'print out the sum of the variable diag_elements.']","[{'A': [[3, 2], [2, 3]]}, {'A': [[3, 2, 5], [2, 3, 5]]}, {'A': [1]}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]]}, {'A': [5, 5, 5, 5, 5, 0]}]","[6, 6, 1, 60001, 5]",128.0,data science,Digonal sum,Compute the digonal sum of a matrix.,61,def digonal_sum(A):,"['assert digonal_sum([[3, 2], [2, 3]]) == 6', 'assert digonal_sum([[3, 2, 5], [2, 3, 5]]) == 6', 'assert digonal_sum([1]) == 1', 'assert digonal_sum([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]]) == 60001', 'assert digonal_sum([5, 5, 5, 5, 5, 0]) == 5']","['#Assign the matrix ""{A}"" to a variable named ""my_matrix"".\nmy_matrix = A\n\nprint(my_matrix)\n\nprint(my_matrix.shape)\n\nprint(my_matrix.dtype)\n\nprint(my_matrix.itemsize)\n\nprint(my_matrix.itemsize * my_matrix.shape[0])\n\nprint(my_matrix.itemsize * my_matrix.shape[1])\n\nprint(my_matrix.itemsize * my_matrix.shape[2])\n\nprint(my_matrix.itemsize * my_matrix.shape[3])\n\nprint(my_matrix', ""#Find the diagonal elements of my matrix and store as diag_elements.\ndiag_elements = []\nfor i in range(len(matrix)):\n    for j in range(len(matrix[i])):\n        if i == j:\n            diag_elements.append(matrix[i][j])\n\nprint(diag_elements)\n\n'''\nOutput:\n[1, 2, 3, 4, 5, 6, 7, 8, 9]\n'''\n"", '#print out the sum of the variable diag_elements.\nprint(diag_elements)\n\nprint(""The sum of the elements of the diagonal is: "", sum(diag_elements))\n\nprint(""The sum of the elements of the off-diagonal is: "", sum(off_diag_elements))\n\nprint(""The sum of the elements of the off-diagonal is: "", sum(off_diag_elements))\n\nprint(""The sum of the elements of the off-diagonal is: "", sum(off_diag_elements))\n\nprint(""The sum of the elements of the off-diagonal is: "", sum(off_diag_elements))']"
61,"['Assign the matrix ""{A}"" to a variable named ""my_matrix"".', 'Assign the number ""{T}"" to a variable named ""t"".', 'Compute the condition number of my_matrix and store as result.', 'Check whether the result is smaller than t. If yes, return ""True"", otherwise return ""False"".']","[{'A': [[3, 2], [2, 3]], 'T': 1}, {'A': [[3, 2, 5], [2, 3, 5]], 'T': -1}, {'A': [[1, 5]], 'T': 2}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]], 'T': 100}, {'A': [[5, 5, 5, 5, 5, 0]], 'T': 0.5}]","['False', 'False', 'True', 'False', 'False']",128.0,data science,Matrix condition number,Check conditon number of a matrix is less than a threshold.,62,"def matrix_condition_number(A,T):","['assert matrix_condition_number([[3, 2], [2, 3]],1) == False', 'assert matrix_condition_number([[3, 2, 5], [2, 3, 5]],-1) == False', 'assert matrix_condition_number([[1, 5]],2) == True', 'assert matrix_condition_number([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]],100) == False', 'assert matrix_condition_number([[5, 5, 5, 5, 5, 0]],0.5) == False']","['#Assign the matrix ""{A}"" to a variable named ""my_matrix"".\nmy_matrix = A\n\nprint(my_matrix)\n\nprint(my_matrix.shape)\n\nprint(my_matrix.dtype)\n\nprint(my_matrix.itemsize)\n\nprint(my_matrix.itemsize * my_matrix.shape[0])\n\nprint(my_matrix.itemsize * my_matrix.shape[1])\n\nprint(my_matrix.itemsize * my_matrix.shape[2])\n\nprint(my_matrix.itemsize * my_matrix.shape[3])\n\nprint(my_matrix', '#Assign the number ""{T}"" to a variable named ""t"".\nt = 10\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(type(t))\n\nprint(t)\n\nprint(', '#Compute the condition number of my_matrix and store as result.\nresult = np.linalg.cond(my_matrix)\nprint(result)\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%\n\n#%%', '#Check whether the result is smaller than t. If yes, return ""True"", otherwise return ""False"".\ndef check_if_smaller_than(t, result):\n    if result < t:\n        return True\n    else:\n        return False\n\ndef check_if_greater_than(t, result):\n    if result > t:\n        return True\n    else:\n        return False\n\ndef check_if_equal(t, result):\n    if result == t:\n        return True\n    else:\n        return False\n\ndef check_if_not_equal(t, result):\n    if result!= t:\n        return True\n    else:\n        return False\n\ndef check_if_greater_or_']"
62,"['Assign the matrix ""{A}"" to a variable named ""a"".', 'Assign the matrix ""{B}"" to a variable named ""b"".', 'Compute the multiplication of two matrices and store as result.', 'Compute the sum of the result and print it out.']","[{'A': [[3, 2], [2, 3]], 'B': [[3, 2], [2, 3]]}, {'A': [[3, 2, 5], [2, 3, 5]], 'B': [[1, 0], [0, 1], [2, -2]]}, {'A': [[1, 5, 67, -1]], 'B': [[-1], [0], [0], [-1]]}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]], 'B': [[1, 0, 6], [0, 1, 5], [0, 1, 4]]}, {'A': [[5, 5, 5, 5, 5, 0]], 'B': [[-1], [-1], [-1], [-1], [-1], [1000]]}]","[50, 10, 0, 1170015, -25]",128.0,data science,Matrix multiplication sum,Compute matrix multiplication sum of two matrices.,63,"def matrix_multiplication_sum(A,B):","['assert matrix_multiplication_sum([[3, 2], [2, 3]],[[3, 2], [2, 3]]) == 50', 'assert matrix_multiplication_sum([[3, 2, 5], [2, 3, 5]],[[1, 0], [0, 1], [2, -2]]) == 10', 'assert matrix_multiplication_sum([[1, 5, 67, -1]],[[-1], [0], [0], [-1]]) == 0', 'assert matrix_multiplication_sum([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]],[[1, 0, 6], [0, 1, 5], [0, 1, 4]]) == 1170015', 'assert matrix_multiplication_sum([[5, 5, 5, 5, 5, 0]],[[-1], [-1], [-1], [-1], [-1], [1000]]) == -25']","['#Assign the matrix ""{A}"" to a variable named ""a"".\na = A\n\nprint(a)\n\nprint(a[0][0])\n\nprint(a[0][1])\n\nprint(a[1][0])\n\nprint(a[1][1])\n\nprint(a[2][0])\n\nprint(a[2][1])\n\nprint(a[3][0])\n\nprint(a[3][1])\n\nprint(a[4][0])\n\nprint(a[4][1])\n\nprint(a[5][0])\n\nprint(a[5][', '#Assign the matrix ""{B}"" to a variable named ""b"".\nb = B\n\nprint(b)\n\nprint(b.shape)\n\nprint(b.dtype)\n\nprint(b.itemsize)\n\nprint(b.strides)\n\nprint(b.flat)\n\nprint(b.size)\n\nprint(b.ndim)\n\nprint(b.flags)\n\nprint(b.flags.writeable)\n\nprint(b.flags.f_contiguous)\n\nprint(b.flags.c_contiguous)\n\nprint(b.flags.aligned)\n\nprint(b.flags.', ""#Compute the multiplication of two matrices and store as result.\n\tresult = np.matmul(A,B)\n\tprint(result)\n\nif __name__ == '__main__':\n\tmain()"", '#Compute the sum of the result and print it out.\nprint(sum(result))\n']"
63,"['Assign the matrix ""{A}"" to a variable named ""a"".', 'Assign the matrix ""{B}"" to a variable named ""b"".', 'Implement a function that computes the determinant of a matrix.', 'Check whether the determinant of matrix a is large than matrix b. If yes, print ""True"", otherwise print ""False"".']","[{'A': [[3, 2], [2, 3]], 'B': [[3, 2], [2, 2]]}, {'A': [[3, 2, 5], [2, 3, 5], [3, 5, 6]], 'B': [[3, 2], [2, -3]]}, {'A': [[1, 5, 67, -1], [2, 3, 6, 7], [2, 3, 6, 7], [2, 3, 6, 7]], 'B': [[0, 0], [1, 4]]}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]], 'B': [[30000, 30000, 30000], [30000, 1, 1], [30000, 30000, 1]]}, {'A': [[1, 0, 6], [0, 1, 5], [0, 1, 4]], 'B': [[1, 0], [0, 1]]}]","['True', 'True', 'False', 'False', 'False']",128.0,data science,Matrix determinant ,Compare two matrix determinants.,64,"def matrix_determinant_(A,B):","['assert matrix_determinant_([[3, 2], [2, 3]],[[3, 2], [2, 2]]) == True', 'assert matrix_determinant_([[3, 2, 5], [2, 3, 5], [3, 5, 6]],[[3, 2], [2, -3]]) == True', 'assert matrix_determinant_([[1, 5, 67, -1], [2, 3, 6, 7], [2, 3, 6, 7], [2, 3, 6, 7]],[[0, 0], [1, 4]]) == False', 'assert matrix_determinant_([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]],[[30000, 30000, 30000], [30000, 1, 1], [30000, 30000, 1]]) == False', 'assert matrix_determinant_([[1, 0, 6], [0, 1, 5], [0, 1, 4]],[[1, 0], [0, 1]]) == False']","['#Assign the matrix ""{A}"" to a variable named ""a"".\na = A\n\nprint(a)\n\nprint(a[0][0])\n\nprint(a[0][1])\n\nprint(a[1][0])\n\nprint(a[1][1])\n\nprint(a[2][0])\n\nprint(a[2][1])\n\nprint(a[3][0])\n\nprint(a[3][1])\n\nprint(a[4][0])\n\nprint(a[4][1])\n\nprint(a[5][0])\n\nprint(a[5][', '#Assign the matrix ""{B}"" to a variable named ""b"".\nb = B\n\nprint(b)\n\nprint(b.shape)\n\nprint(b.dtype)\n\nprint(b.itemsize)\n\nprint(b.strides)\n\nprint(b.flat)\n\nprint(b.size)\n\nprint(b.ndim)\n\nprint(b.flags)\n\nprint(b.flags.writeable)\n\nprint(b.flags.f_contiguous)\n\nprint(b.flags.c_contiguous)\n\nprint(b.flags.aligned)\n\nprint(b.flags.', '#Implement a function that computes the determinant of a matrix.\n\ndef determinant(matrix):\n    determinant = 0\n    for i in range(len(matrix)):\n        for j in range(len(matrix[i])):\n            determinant += matrix[i][j] * (i + j + 1)\n    return determinant\n\nprint(determinant([[1, 2, 3], [4, 5, 6], [7, 8, 9]]))\n', '#Check whether the determinant of matrix a is large than matrix b. If yes, print ""True"", otherwise print ""False"".\ndef check_determinant(a, b):\n    if abs(np.linalg.det(a) - np.linalg.det(b)) > 1e-10:\n        print(""True"")\n    else:\n        print(""False"")\n\ndef check_inverse(a, b):\n    if np.linalg.det(a) * np.linalg.det(b) < 0:\n        print(""True"")\n    else:\n        print(""False"")\n\ndef check_inverse_matrix(a, b):\n    if np.linalg.det(a) * np.linalg.']"
64,"['Assign the list of numbesr ""{A}"" to a variable named ""my_numbers"".', 'Implement a function that computes the exponential output of a list.', 'Implement a function that computes summation of a list.', 'Implement a function that computes log of a number.', 'Print out the log of sum exponential my_numbers.']","[{'A': [1, 3, 2, 2]}, {'A': [1000, 1000, 1000]}, {'A': [0, 0.2, 0.4, -0.2]}, {'A': [1, 0, 0, 1, 3, 2, 0, 0.2]}, {'A': [0, 3, 1, 3, 2, 2, -0.2, 0.2]}]","[3.6265233750364456, 1001.0986122886682, 1.5111541217815447, 3.6144941975988285, 4.106068918955366]",128.0,data science,Log-sum-exp,Compute the log of sum exponential input.,65,def log-sum-exp(A):,"['assert log-sum-exp([1, 3, 2, 2]) == 3.6265233750364456', 'assert log-sum-exp([1000, 1000, 1000]) == 1001.0986122886682', 'assert log-sum-exp([0, 0.2, 0.4, -0.2]) == 1.5111541217815447', 'assert log-sum-exp([1, 0, 0, 1, 3, 2, 0, 0.2]) == 3.6144941975988285', 'assert log-sum-exp([0, 3, 1, 3, 2, 2, -0.2, 0.2]) == 4.106068918955366']","['#Assign the list of numbesr ""{A}"" to a variable named ""my_numbers"".\nmy_numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]\n\nprint(my_numbers)\n\nprint(my_numbers[0])\n\nprint(my_numbers[1])\n\nprint(my_numbers[2])\n\nprint(my_numbers[3])\n\nprint(my_numbers[4])\n\nprint(my_numbers[5])\n\nprint(my_numbers[6])\n\nprint(my_numbers[7])\n\nprint(', '#Implement a function that computes the exponential output of a list.\n\ndef exponential_output(list):\n    return [math.exp(x) for x in list]\n\nprint(exponential_output([1, 2, 3]))\n\nprint(exponential_output([1, 2, 3, 4]))\n\nprint(exponential_output([1, 2, 3, 4, 5]))\n\nprint(exponential_output([1, 2, 3, 4, 5, 6]))\n\nprint(exponential_output([1, 2, 3, 4, 5,', '#Implement a function that computes summation of a list.\n\ndef sum_list(list):\n    sum = 0\n    for i in list:\n        sum += i\n    return sum\n\nprint(sum_list([1, 2, 3, 4, 5]))\n\ndef sum_list_2(list):\n    return sum(list)\n\nprint(sum_list_2([1, 2, 3, 4, 5]))\n\ndef sum_list_3(list):\n    return sum(list)\n\nprint(sum_list_3([1, 2, 3, 4,', '#Implement a function that computes log of a number.\n\ndef log(x):\n    if x == 0:\n        return 0\n    else:\n        return x * log(x)\n\nprint(log(10))\nprint(log(100))\nprint(log(1000))\nprint(log(10000))\nprint(log(100000))\nprint(log(1000000))\nprint(log(10000000))\nprint(log(100000000))\nprint(log(1', '#Print out the log of sum exponential my_numbers.txt\n\ndef sum_exp(x):\n    if x == 0:\n        return 1\n    else:\n        return x + sum_exp(x-1)\n\ndef main():\n    f = open(""my_numbers.txt"", ""r"")\n    for line in f:\n        print(sum_exp(int(line)))\n\nif __name__ == ""__main__"":\n    main()\n']"
65,"['Assign the list of points ""{A}"" to a variable named ""my_points"".', 'Assign the integer ""{K}"" to a variable named ""k"".', 'Implement a function that computes the distance between a point and the origin (0,0).', 'Implement a function that computes the k closest points in an array to the origin and store as result.', 'Compute the k closest points in my_points and print them out.']","[{'A': [[1, 3], [2, 2]], 'K': 1}, {'A': [[0, 0], [1, 4], [-4, 6], [7, -1]], 'K': 1}, {'A': [[0, 0], [1, 4], [-4, 6], [7, -1]], 'K': 2}, {'A': [[1, 0], [0, 1], [3, 2], [0, 0.2], [0.4, -0.2]], 'K': 2}, {'A': [[0, 3], [1, 3], [2, 2], [-0.2, 0.2], [0.5, 0.5], [1, -0.5], [2, -0.5], [2, 1]], 'K': 1}]","[[2, 2], [0, 0], [[0, 0], [1, 4]], [[0, 0.2], [0.4, -0.2]], [-0.2, 0.2]]",128.0,array,K nearest points,Find the k nearest points to the origin.,66,"def k_nearest_points(A,K):","['assert k_nearest_points([[1, 3], [2, 2]],1) == [2, 2]', 'assert k_nearest_points([[0, 0], [1, 4], [-4, 6], [7, -1]],1) == [0, 0]', 'assert k_nearest_points([[0, 0], [1, 4], [-4, 6], [7, -1]],2) == [[0, 0], [1, 4]]', 'assert k_nearest_points([[1, 0], [0, 1], [3, 2], [0, 0.2], [0.4, -0.2]],2) == [[0, 0.2], [0.4, -0.2]]', 'assert k_nearest_points([[0, 3], [1, 3], [2, 2], [-0.2, 0.2], [0.5, 0.5], [1, -0.5], [2, -0.5], [2, 1]],1) == [-0.2, 0.2]']","['#Assign the list of points ""{A}"" to a variable named ""my_points"".\nmy_points = [A]\n\nprint(my_points)\n\nprint(my_points[0])\n\nprint(my_points[1])\n\nprint(my_points[2])\n\nprint(my_points[3])\n\nprint(my_points[4])\n\nprint(my_points[5])\n\nprint(my_points[6])\n\nprint(my_points[7])\n\nprint(my_points[8])\n\nprint(my_points[9])\n\nprint(my_points[10])', '#Assign the integer ""{K}"" to a variable named ""k"".\nk = 10\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(type(k))\n\nprint(k)\n\nprint(', '#Implement a function that computes the distance between a point and the origin (0,0).\n\ndef distance(point):\n    return math.sqrt(point[0]**2 + point[1]**2)\n\nprint(distance([1,2]))\n\ndef distance(point):\n    return math.sqrt(point[0]**2 + point[1]**2)\n\nprint(distance([1,2]))\n\ndef distance(point):\n    return math.sqrt(point[0]**2 + point[1]**2)\n\nprint(distance([1,2]))\n\ndef distance(point):\n    return math.sqrt(point[0]**2 + point[1]**', '#Implement a function that computes the k closest points in an array to the origin and store as result.\n\ndef k_closest_points(points, k):\n    # Write your code here\n    result = []\n    for i in range(len(points)):\n        result.append(points[i])\n    result.sort(key=lambda x: x[2])\n    return result[:k]\n\nprint(k_closest_points([[1, 3], [2, 3], [3, 3]], 2))\n', '#Compute the k closest points in my_points and print them out.\ndef k_closest_points(my_points, k):\n    #Sort the points by their distance from the origin\n    my_points.sort(key=lambda x: x[2])\n    #Return the k closest points\n    return my_points[:k]\n\ndef main():\n    #Read the data from the file\n    data = read_data(DATA_FILE)\n    #Create a list of the points\n    my_points = []\n    #For each point in the data\n    for point in data:\n        #Create a tuple of the point\n        point = tuple(point)\n        #Add the point']"
66,"['Implement a function called LCP() to find the longest common prefix of two strings', 'Initialize a variable named lst1 with a list {l1}.', 'Apply the function LCP() recusively to lst1', 'Print the the longest common prefix of the strings in lst1']","[{'l1': ['apple', 'ape', 'april']}, {'l1': ['crazy', 'car']}, {'l1': ['small', 'smart', 'smile']}, {'l1': ['inbox', 'income', 'input', 'insight']}, {'l1': ['come', 'combine', 'continue', 'compute']}]","['ap', 'c', 'sm', 'in', 'co']",256.0,algorithm,Longest common prefix,Find the longest common prefix of two strings.,67,def longest_common_prefix(l1):,"[""assert longest_common_prefix(['apple', 'ape', 'april']) == 'ap'"", ""assert longest_common_prefix(['crazy', 'car']) == 'c'"", ""assert longest_common_prefix(['small', 'smart', 'smile']) == 'sm'"", ""assert longest_common_prefix(['inbox', 'income', 'input', 'insight']) == 'in'"", ""assert longest_common_prefix(['come', 'combine', 'continue', 'compute']) == 'co'""]","['#Implement a function called LCP() to find the longest common prefix of two strings.\n\ndef LCP(str1, str2):\n    if len(str1) == 0 or len(str2) == 0:\n        return 0\n    if str1[0] == str2[0]:\n        return 1 + LCP(str1[1:], str2[1:])\n    else:\n        return max(LCP(str1[1:], str2), LCP(str1, str2[1:]))\n\nprint(LCP(""abc"", ""ab""))\nprint(LCP(""abc"", ""abc""))\nprint(LCP(""abc"",', '#Initialize a variable named lst1 with a list {l1}.\nlst1 = [1,2,3,4,5]\n\nprint(lst1)\n\nlst1.append(6)\n\nprint(lst1)\n\nlst1.insert(1,7)\n\nprint(lst1)\n\nlst1.remove(7)\n\nprint(lst1)\n\nlst1.pop()\n\nprint(lst1)\n\nlst1.pop(1)\n\nprint(lst1)\n\nlst1.reverse()\n\nprint(lst1)\n\nlst1.sort()\n\nprint(lst', '#Apply the function LCP() recusively to lst1 and lst2.\ndef LCP(lst1, lst2):\n    if len(lst1) == 0 or len(lst2) == 0:\n        return 0\n    if lst1[0] == lst2[0]:\n        return 1 + LCP(lst1[1:], lst2[1:])\n    else:\n        return max(LCP(lst1[1:], lst2), LCP(lst1, lst2[1:]))\n\nprint(LCP([1, 2, 3, 4, 5], [1, 2, 3', '#Print the the longest common prefix of the strings in lst1 and lst2\ndef longestCommonPrefix(lst1, lst2):\n    if len(lst1) == 0 or len(lst2) == 0:\n        return """"\n    if lst1[0] == lst2[0]:\n        return lst1[0]\n    else:\n        return longestCommonPrefix(lst1[1:], lst2)\n\nprint(longestCommonPrefix([""flower"",""flow"",""flight""], [""flow"",""flight"",""flight""]))\nprint(longestCommonPrefix([""dog"",""racecar"",""car""], [""car"",""racecar"",""car""]))\nprint(longestCommonPrefix([""dog"",""race']"
67,"['Assigns a list {lst1} to a variable named lst1', 'Create a frequency table of elements in lst1', 'Find the elements with frequency larger than 1 and assign them to a list lst2', 'Print out lst2']","[{'lst1': [2, 3, 1, 2, 3]}, {'lst1': ['a', 'c', 'b', 'a']}, {'lst1': [3, 3, 1, 1]}, {'lst1': ['d', 'c', 'd', 'c', 'e', 'a']}, {'lst1': [1, 2, 3]}]","[[2, 3], ['a'], [3, 1], ['d', 'c'], []]",256.0,array,Duplicate elments,Find duplicates in a list.,68,def duplicate_elments(lst1):,"['assert duplicate_elments([2, 3, 1, 2, 3]) == [2, 3]', ""assert duplicate_elments(['a', 'c', 'b', 'a']) == ['a']"", 'assert duplicate_elments([3, 3, 1, 1]) == [3, 1]', ""assert duplicate_elments(['d', 'c', 'd', 'c', 'e', 'a']) == ['d', 'c']"", 'assert duplicate_elments([1, 2, 3]) == []']","['#Assigns a list {lst1} to a variable named lst1.\nlst1 = [1,2,3,4,5]\n\nprint(lst1)\n\nlst1[0] = 100\n\nprint(lst1)\n\nlst1.append(6)\n\nprint(lst1)\n\nlst1.insert(1,7)\n\nprint(lst1)\n\nlst1.remove(7)\n\nprint(lst1)\n\nlst1.pop()\n\nprint(lst1)\n\nlst1.pop(1)\n\nprint(lst1)\n\nlst1.reverse', ""#Create a frequency table of elements in lst1\nfreq_table = {}\nfor i in lst1:\n    if i in freq_table:\n        freq_table[i] += 1\n    else:\n        freq_table[i] = 1\n\nprint(freq_table)\n\nprint(freq_table.get('a'))\nprint(freq_table.get('b'))\nprint(freq_table.get('c'))\nprint(freq_table.get('d'))\nprint(freq_table.get('e'))\nprint(freq_table.get('f'))\nprint(freq_table.get('"", '#Find the elements with frequency larger than 1 and assign them to a list lst2\nlst2 = [i for i in lst if i > 1]\n\nprint(lst2)\n\nlst3 = [i for i in lst if i % 2 == 0]\n\nprint(lst3)\n\nlst4 = [i for i in lst if i % 2 == 0 and i > 1]\n\nprint(lst4)\n\nlst5 = [i for i in lst if i % 2 == 0 and i > 1 and i < 10]\n\nprint(lst5)\n\nlst6 = [i for', '#Print out lst2\nprint(lst2)\n\nlst3 = [1,2,3,4,5,6,7,8,9,10]\n\nlst4 = [1,2,3,4,5,6,7,8,9,10]\n\nlst5 = [1,2,3,4,5,6,7,8,9,10]\n\nlst6 = [1,2,3,4,5,6,7,8,9,10]\n\nlst7 = [1,2,3,4,']"
68,"[""Initialize a variable named w1 with a string '{w}'"", 'Get the first non-repeating character in w1', 'Find its corresponding index and assign it to n1', 'Print out n1']","[{'w': 'popular'}, {'w': 'crunchy'}, {'w': 'barbados'}, {'w': 'alphabet'}, {'w': 'science'}]","[1, 1, 2, 1, 0]",256.0,algorithm,First unique character,Find the first non-repeating character in a string.,69,def first_unique_character(w):,"[""assert first_unique_character('popular') == 1"", ""assert first_unique_character('crunchy') == 1"", ""assert first_unique_character('barbados') == 2"", ""assert first_unique_character('alphabet') == 1"", ""assert first_unique_character('science') == 0""]","[""#Initialize a variable named w1 with a string '{w}'\nw1 = '{w}'\n\nprint(w1.format(w='Hello'))\n\nprint(w1.format(w='World'))\n\nprint(w1.format(w='!'))\n\nprint(w1.format(w='?'))\n\nprint(w1.format(w='!?'))\n\nprint(w1.format(w='?!'))\n\nprint(w1.format(w='!?!'))\n\nprint(w1.format(w='!?!?'))\n\nprint(w1.format(w"", '#Get the first non-repeating character in w1\n\tfor i in range(len(w1)):\n\t\tif w1[i]!= w2[i]:\n\t\t\treturn w1[i]\n\treturn None\n\ndef get_longest_common_substring(w1, w2):\n\tlongest_common_substring = """"\n\tfor i in range(len(w1)):\n\t\tif w1[i] in w2:\n\t\t\tlongest_common_substring += w1[i]\n\t\telse:\n\t\t\tbreak\n\treturn longest_common_substring\n\ndef get_longest_common_substring_with', '#Find its corresponding index and assign it to n1\n\tn1 = 0\n\tfor i in range(len(n)):\n\t\tif n[i] == n1:\n\t\t\tn1 = i\n\treturn n1\n\ndef find_index_of_n2(n):\n\tn2 = 0\n\tfor i in range(len(n)):\n\t\tif n[i] == n2:\n\t\t\tn2 = i\n\treturn n2\n\ndef find_index_of_n3(n):\n\tn3 = 0\n\tfor i in range(len(n)):', '#Print out n1 and n2\nprint(n1, n2)\n\nprint(n1 + n2)\nprint(n1 - n2)\nprint(n1 * n2)\nprint(n1 / n2)\nprint(n1 // n2)\nprint(n1 % n2)\n\nprint(n1 ** n2)\n\nprint(n1 // 2)\nprint(n1 // 2.0)\nprint(n1 // 2.5)\nprint(n1 // 2.5 + 1)\n\nprint(n']"
