,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code
54,"['Assign the list of integers ""{A}"" to a variable named ""my_numbers"".', 'Assign an integer ""{Val}"" to a variable named ""val"".', 'Sum all the number in my_numbers and store as sum_numbers.', 'Check whether the sum_numbers is equal to val. If yes, return ""True"", otherwise return ""False"".']","[{'A': [1, 2, 2, 2], 'Val': 2}, {'A': [-1, 5], 'Val': 4}, {'A': [-1, -1, -1, -1, 1], 'Val': -5}, {'A': [-1000000, 1, 1], 'Val': 1}, {'A': '[10000, 2, 2, 2,2,2]', 'Val': 2}]","['False', 'True', 'True', 'False', 'False']",128.0,array,Check array sum,Check whether the sum of an array is equal to a given value.,55,"def check_array_sum(A,Val):","['assert check_array_sum([1, 2, 2, 2],2) == False', 'assert check_array_sum([-1, 5],4) == True', 'assert check_array_sum([-1, -1, -1, -1, 1],-5) == True', 'assert check_array_sum([-1000000, 1, 1],1) == False', 'assert check_array_sum([10000, 2, 2, 2, 2, 2],2) == False']","['def check_array_sum(A,Val):\n\t#Assign the list of integers ""{A}"" to a variable named ""my_numbers"".\n\tmy_numbers = A\n\tsum = 0\n\tfor i in my_numbers:\n\t\tsum += i\n\tif sum == Val:\n\telse:', 'def check_array_sum(A,Val):\n\t#Assign an integer ""{Val}"" to a variable named ""val"".\n\tval = Val\n\tfor i in range(len(A)):\n\t\tval = val + A[i]', 'def check_array_sum(A,Val):\n\t#Sum all the number in my_numbers and store as sum_numbers.\n\tsum_numbers = 0\n\tfor i in range(len(A)):\n\t\tsum_numbers += A[i]\n\tif sum_numbers == Val:\n\telse:', 'def check_array_sum(A,Val):\n\t#Check whether the sum_numbers is equal to val. If yes, return ""True"", otherwise return ""False"".\n\tsum_numbers = 0\n\tfor i in range(len(A)):\n\t\tsum_numbers += A[i]\n\tif sum_numbers == Val:\n\t\treturn True\n\telse:\n\t\treturn False']"
55,"['Assign a sorted list ""{A}"" to a variable named ""my_numbers1"".', 'Assign a sorted list ""{B}"" to a variable named ""my_numbers2"".', 'Merge the two sorted lists in a new sorted list and store as new_list.', 'Print the sorted new_list.']","[{'A': [1, 2, 2, 2], 'B': [3, 4]}, {'A': [-1, 5], 'B': [1, 2]}, {'A': [-1, -1, -1, -1, 1], 'B': [-1, 8]}, {'A': [-1000000, 1, 1], 'B': [1, 6]}, {'A': '[2, 2,2,2,2, 10000]', 'B': [-2, -1]}]","[[1, 2, 2, 2, 3, 4], [-1, 1, 2, 5], [-1, -1, -1, -1, -1, 1, 8], [-1000000, 1, 1, 1, 8], [-2, -1, 2, 2, 2, 2, 2, 10000]]",128.0,algorithm,Merge sorted lists,Merge two sorted lists into one.,56,"def merge_sorted_lists(A,B):","['assert merge_sorted_lists([1, 2, 2, 2],[3, 4]) == [1, 2, 2, 2, 3, 4]', 'assert merge_sorted_lists([-1, 5],[1, 2]) == [-1, 1, 2, 5]', 'assert merge_sorted_lists([-1, -1, -1, -1, 1],[-1, 8]) == [-1, -1, -1, -1, -1, 1, 8]', 'assert merge_sorted_lists([-1000000, 1, 1],[1, 6]) == [-1000000, 1, 1, 1, 8]', 'assert merge_sorted_lists([2, 2, 2, 2, 2, 10000],[-2, -1]) == [-2, -1, 2, 2, 2, 2, 2, 10000]']","['def merge_sorted_lists(A,B):\n\t#Assign a sorted list ""{A}"" to a variable named ""my_numbers1"".\n\tmy_numbers1 = sorted(A)', 'def merge_sorted_lists(A,B):\n\t#Assign a sorted list ""{B}"" to a variable named ""my_numbers2"".\n\tmy_numbers2 = B\n\ti = 0\n\tj = 0\n\tk = 0\n\twhile i < len(A) and j < len(B):\n\t\tif A[i] < B[j]:\n\t\t\tmy_numbers2.append(A[i])\n\t\t\ti += 1\n\t\telse:\n\t\t\tmy_numbers2.append(B[j])\n\t\t\tj += 1\n\twhile i < len(A):\n\t\tmy_numbers2.append(A[i])\n\t\ti += 1\n\twhile j', 'def merge_sorted_lists(A,B):\n\t#Merge the two sorted lists in a new sorted list and store as new_list.\n\tnew_list = []\n\ti = 0\n\tj = 0\n\twhile i < len(A) and j < len(B):\n\t\tif A[i] < B[j]:\n\t\t\tnew_list.append(A[i])\n\t\t\ti += 1\n\t\telse:\n\t\t\tnew_list.append(B[j])\n\t\t\tj += 1\n\tnew_list += A[i:]\n\tnew_list += B[j:]', 'def merge_sorted_lists(A,B):\n\t#Print the sorted new_list.\n\tnew_list = []\n\ti = 0\n\tj = 0\n\twhile i < len(A) and j < len(B):\n\t\tif A[i] < B[j]:\n\t\t\tnew_list.append(A[i])\n\t\t\ti += 1\n\t\telse:\n\t\t\tnew_list.append(B[j])\n\t\t\tj += 1\n\twhile i < len(A):\n\t\tnew_list.append(A[i])\n\t\ti += 1\n\twhile j < len(B):\n\t\tnew_list']"
56,"['Assign an integer array ""{A}"" to a variable named ""my_array"".', 'Find the contiguous subarray of my_array with the largest sum and store as max_subarray.', 'Compute the sum of max_subarray and store as sum_subarry.', 'Print out the variable sum_subarray.']","[{'A': [1]}, {'A': [-1, 5]}, {'A': [-1, -1, -1, -1, 1]}, {'A': [-1000000, 1, 1]}, {'A': '[2, 2,2,2,2, 10000]', 'B': [-2, -1]}]","[1, 5, 1, 2, 10010, -1]",128.0,algorithm,Maximum subarray,Find the max contiguous subarray and return the sum.,57,def maximum_subarray(A):,"['assert maximum_subarray([1]) == 1', 'assert maximum_subarray([-1, 5]) == 5', 'assert maximum_subarray([-1, -1, -1, -1, 1]) == 1', 'assert maximum_subarray([-1000000, 1, 1]) == 2', 'assert maximum_subarray([2, 2, 2, 2, 2, 10000],[-2, -1]) == 10010']","['def maximum_subarray(A):\n\t#Assign an integer array ""{A}"" to a variable named ""my_array"".\n\tmy_array = A\n\tmax_so_far = 0\n\tmax_ending_here = 0\n\tfor i in range(len(A)):\n\t\tmax_ending_here = max(max_ending_here + A[i], A[i])\n\t\tif max_ending_here > max_so_far:\n\t\t\tmax_so_far = max_ending_here', 'def maximum_subarray(A):\n\t#Find the contiguous subarray of my_array with the largest sum and store as max_subarray.\n\tmax_subarray = [0] * len(A)\n\tmax_subarray[0] = A[0]\n\tfor i in range(1, len(A)):\n\t\tmax_subarray[i] = max(max_subarray[i-1] + A[i], A[i])', 'def maximum_subarray(A):\n\t#Compute the sum of max_subarray and store as sum_subarry.\n\tsum_subarray = A[0]\n\tfor i in range(1, len(A)):\n\t\tsum_subarray = max(sum_subarray + A[i], A[i])', 'def maximum_subarray(A):\n\t#Print out the variable sum_subarray.\n\tsum_subarray = 0\n\tmax_subarray = 0\n\tfor i in range(len(A)):\n\t\tsum_subarray = sum_subarray + A[i]\n\t\tif sum_subarray > max_subarray:\n\t\t\tmax_subarray = sum_subarray\n\t\tif sum_subarray < 0:\n\t\t\tsum_subarray = 0\n\treturn max_subarray']"
57,"['Assign the positive number ""{A}"" to a variable named ""my_number"".', 'Compute the squre root of the number and store as square_root. ', 'Compute the largest integer but not larger than square_root and store as largest_square_root.', 'Print the integer largest_square_root.']","[{'A': 1}, {'A': 5}, {'A': 101}, {'A': 30}, {'A': 10000}]","[1, 2, 10, 5, 100]",128.0,algorithm,Max square root integer,Compute the largest integer but not larger than square root of one positive number.,58,def max_square_root_integer(A):,"['assert max_square_root_integer(1) == 1', 'assert max_square_root_integer(5) == 2', 'assert max_square_root_integer(101) == 10', 'assert max_square_root_integer(30) == 5', 'assert max_square_root_integer(10000) == 100']","['def max_square_root_integer(A):\n\t#Assign the positive number ""{A}"" to a variable named ""my_number"".\n\tmy_number = A\n\twhile my_number > 0:\n\t\tif my_number % 2 == 0:\n\t\t\tmy_number = my_number / 2\n\t\telse:\n\t\t\tmy_number = (3 * my_number) + 1', 'def max_square_root_integer(A):\n\t#Compute the squre root of the number and store as square_root. \n\tsquare_root = 0\n\twhile A > 0:\n\t\tsquare_root += A % 10\n\t\tA //= 10', 'def max_square_root_integer(A):\n\t#Compute the largest integer but not larger than square_root and store as largest_square_root.\n\tlargest_square_root = 0\n\tfor i in range(1, int(math.sqrt(A))+1):\n\t\tif A % i == 0:\n\t\t\tlargest_square_root = i\n\t\t\tbreak', 'def max_square_root_integer(A):\n\t#Print the integer largest_square_root.\n\tlargest_square_root = 0\n\tfor i in range(len(A)):\n\t\tfor j in range(len(A[i])):\n\t\t\tif A[i][j] > largest_square_root:\n\t\t\t\tlargest_square_root = A[i][j]\n\treturn largest_square_root']"
58,"['Assign the list of words ""{A}"" to a variable named ""my_words"".', 'Count the length of the words in the list and store as a dictionary word_count. ', 'Find the element with the largest count in dictionary word_count and store as longest_word.', 'print the variable longest_word.']","[{'A': ['Hello', 'word']}, {'A': ['a', 'good', 'place']}, {'A': ['the', 'last', 'word', 'in', 'the', 'sentence']}, {'A': ['good']}, {'A': ['There', 'will', 'be', 'a', 'joy']}]","['Hello', 'place', 'sentence', 'good', 'There']",128.0,algorithm,Longest word,Find the longest word in a word list.,59,def longest_word(A):,"[""assert longest_word(['Hello', 'word']) == 'Hello'"", ""assert longest_word(['a', 'good', 'place']) == 'place'"", ""assert longest_word(['the', 'last', 'word', 'in', 'the', 'sentence']) == 'sentence'"", ""assert longest_word(['good']) == 'good'"", ""assert longest_word(['There', 'will', 'be', 'a', 'joy']) == 'There'""]","['def longest_word(A):\n\t#Assign the list of words ""{A}"" to a variable named ""my_words"".\n\tmy_words = A\n\tlongest_word = """"\n\tfor word in my_words:\n\t\tif len(word) > len(longest_word):\n\t\t\tlongest_word = word', 'def longest_word(A):\n\t#Count the length of the words in the list and store as a dictionary word_count.', 'def longest_word(A):\n\t#Find the element with the largest count in dictionary word_count and store as longest_word.\n\tlongest_word = """"\n\tlongest_count = 0\n\tfor word in A:\n\t\tif word in word_count:\n\t\t\tif word_count[word] > longest_count:\n\t\t\t\tlongest_word = word\n\t\t\t\tlongest_count = word_count[word]', 'def longest_word(A):\n\t#print the variable longest_word.\n\tlongest_word = """"\n\tfor i in range(len(A)):\n\t\tfor j in range(len(A[i])):\n\t\t\tif A[i][j] == "" "":\n\t\t\t\tcontinue\n\t\t\telse:\n\t\t\t\tif len(longest_word) < len(A[i][j]):\n\t\t\t\t\tlongest_word = A[i][j]\n\treturn longest_word']"
59,"['Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".', 'Return the elements that appears exactly once in the above list and store as my_uniques.', 'Compute the sum of the list my_uniques and print it out.']","[{'A': '[1,2,3]'}, {'A': '[1,1,1,1]'}, {'A': '[-1,-2,-3,-3]'}, {'A': '[-1000000, 1, 1, 2,2,3,3,3,3]'}, {'A': '[-5, 1, -5, 0, -10]'}]","[6, 0, -3, -1000000, -9]",128.0,algorithm,Sum unique elements,Sum all the unique numbers in a list.,60,def sum_unique_elements(A):,"['assert sum_unique_elements([1, 2, 3]) == 6', 'assert sum_unique_elements([1, 1, 1, 1]) == 0', 'assert sum_unique_elements([-1, -2, -3, -3]) == -3', 'assert sum_unique_elements([-1000000, 1, 1, 2, 2, 3, 3, 3, 3]) == -1000000', 'assert sum_unique_elements([-5, 1, -5, 0, -10]) == -9']","['def sum_unique_elements(A):\n\t#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".\n\tmy_numbers = A\n\tsum = 0\n\tfor i in my_numbers:\n\t\tsum += i', 'def sum_unique_elements(A):\n\t#Return the elements that appears exactly once in the above list and store as my_uniques.\n\tmy_uniques = []\n\tfor i in A:\n\t\tif i not in my_uniques:\n\t\t\tmy_uniques.append(i)', 'def sum_unique_elements(A):\n\t#Compute the sum of the list my_uniques and print it out.\n\tmy_uniques = []\n\tfor i in A:\n\t\tif i not in my_uniques:\n\t\t\tmy_uniques.append(i)']"
60,"['Assign the matrix ""{A}"" to a variable named ""my_matrix"".', 'Find the diagonal elements of my matrix and store as diag_elements.', 'print out the sum of the variable diag_elements.']","[{'A': [[3, 2], [2, 3]]}, {'A': [[3, 2, 5], [2, 3, 5]]}, {'A': [1]}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]]}, {'A': [5, 5, 5, 5, 5, 0]}]","[6, 6, 1, 60001, 5]",128.0,data science,Digonal sum,Compute the digonal sum of a matrix.,61,def digonal_sum(A):,"['assert digonal_sum([[3, 2], [2, 3]]) == 6', 'assert digonal_sum([[3, 2, 5], [2, 3, 5]]) == 6', 'assert digonal_sum([1]) == 1', 'assert digonal_sum([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]]) == 60001', 'assert digonal_sum([5, 5, 5, 5, 5, 0]) == 5']","['def digonal_sum(A):\n\t#Assign the matrix ""{A}"" to a variable named ""my_matrix"".\n\tmy_matrix = A\n\tsum = 0\n\tfor i in range(len(my_matrix)):\n\t\tfor j in range(len(my_matrix[i])):\n\t\t\tsum += my_matrix[i][j]', 'def digonal_sum(A):\n\t#Find the diagonal elements of my matrix and store as diag_elements.\n\tdiag_elements = []\n\tfor i in range(len(A)):\n\t\tfor j in range(len(A)):\n\t\t\tif i == j:\n\t\t\t\tdiag_elements.append(A[i][j])', 'def digonal_sum(A):\n\t#print out the sum of the variable diag_elements.\n\tdiag_elements = 0\n\tfor i in range(len(A)):\n\t\tfor j in range(len(A)):\n\t\t\tif i == j:\n\t\t\t\tdiag_elements += A[i][j]\n\treturn diag_elements']"
61,"['Assign the matrix ""{A}"" to a variable named ""my_matrix"".', 'Assign the number ""{T}"" to a variable named ""t"".', 'Compute the condition number of my_matrix and store as result.', 'Check whether the result is smaller than t. If yes, return ""True"", otherwise return ""False"".']","[{'A': [[3, 2], [2, 3]], 'T': 1}, {'A': [[3, 2, 5], [2, 3, 5]], 'T': -1}, {'A': [[1, 5]], 'T': 2}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]], 'T': 100}, {'A': [[5, 5, 5, 5, 5, 0]], 'T': 0.5}]","['False', 'False', 'True', 'False', 'False']",128.0,data science,Matrix condition number,Check conditon number of a matrix is less than a threshold.,62,"def matrix_condition_number(A,T):","['assert matrix_condition_number([[3, 2], [2, 3]],1) == False', 'assert matrix_condition_number([[3, 2, 5], [2, 3, 5]],-1) == False', 'assert matrix_condition_number([[1, 5]],2) == True', 'assert matrix_condition_number([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]],100) == False', 'assert matrix_condition_number([[5, 5, 5, 5, 5, 0]],0.5) == False']","['def matrix_condition_number(A,T):\n\t#Assign the matrix ""{A}"" to a variable named ""my_matrix"".\n\tmy_matrix = A\n\tn = my_matrix.shape[0]\n\tm = my_matrix.shape[1]\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix.T\n\tmy_matrix = my_matrix', 'def matrix_condition_number(A,T):\n\t#Assign the number ""{T}"" to a variable named ""t"".\n\tt = T\n\tA_t = A.transpose()\n\tA_t_A = A_t.dot(A)\n\tA_t_A_t = A_t_A.transpose()\n\tA_t_A_t_A = A_t_A_t.dot(A)\n\tA_t_A_t_A_t = A_t_A_t_A.transpose()\n\tA_t_A_t_A_t_A = A_t_A_t_A_t.dot', 'def matrix_condition_number(A,T):\n\t#Compute the condition number of my_matrix and store as result.\n\tresult = np.linalg.cond(A)', 'def matrix_condition_number(A,T):\n\t#Check whether the result is smaller than t. If yes, return ""True"", otherwise return ""False"".\n\tif np.linalg.cond(A) < T:\n\t\treturn ""True""\n\telse:\n\t\treturn ""False""']"
62,"['Assign the matrix ""{A}"" to a variable named ""a"".', 'Assign the matrix ""{B}"" to a variable named ""b"".', 'Compute the multiplication of two matrices and store as result.', 'Compute the sum of the result and print it out.']","[{'A': [[3, 2], [2, 3]], 'B': [[3, 2], [2, 3]]}, {'A': [[3, 2, 5], [2, 3, 5]], 'B': [[1, 0], [0, 1], [2, -2]]}, {'A': [[1, 5, 67, -1]], 'B': [[-1], [0], [0], [-1]]}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]], 'B': [[1, 0, 6], [0, 1, 5], [0, 1, 4]]}, {'A': [[5, 5, 5, 5, 5, 0]], 'B': [[-1], [-1], [-1], [-1], [-1], [1000]]}]","[50, 10, 0, 1170015, -25]",128.0,data science,Matrix multiplication sum,Compute matrix multiplication sum of two matrices.,63,"def matrix_multiplication_sum(A,B):","['assert matrix_multiplication_sum([[3, 2], [2, 3]],[[3, 2], [2, 3]]) == 50', 'assert matrix_multiplication_sum([[3, 2, 5], [2, 3, 5]],[[1, 0], [0, 1], [2, -2]]) == 10', 'assert matrix_multiplication_sum([[1, 5, 67, -1]],[[-1], [0], [0], [-1]]) == 0', 'assert matrix_multiplication_sum([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]],[[1, 0, 6], [0, 1, 5], [0, 1, 4]]) == 1170015', 'assert matrix_multiplication_sum([[5, 5, 5, 5, 5, 0]],[[-1], [-1], [-1], [-1], [-1], [1000]]) == -25']","['def matrix_multiplication_sum(A,B):\n\t#Assign the matrix ""{A}"" to a variable named ""a"".\n\ta = A\n\ta = a.transpose()\n\ta = a.dot(B)\n\ta = a.transpose()\n\ta = a.dot(a)', 'def matrix_multiplication_sum(A,B):\n\t#Assign the matrix ""{B}"" to a variable named ""b"".\n\tb = B\n\tc = [[0 for i in range(len(b[0]))] for j in range(len(b))]\n\tfor i in range(len(b)):\n\t\tfor j in range(len(b[0])):\n\t\t\tc[i][j] = 0\n\t\t\tfor k in range(len(b[0])):\n\t\t\t\tc[i][j] += A[i][k] * b[k][j]', 'def matrix_multiplication_sum(A,B):\n\t#Compute the multiplication of two matrices and store as result.\n\tresult = np.zeros((A.shape[0],B.shape[1]))\n\tfor i in range(A.shape[0]):\n\t\tfor j in range(B.shape[1]):\n\t\t\tresult[i][j] = A[i][0]*B[0][j] + A[i][1]*B[1][j] + A[i][2]*B[2][j] + A[i][3]*B[3][j] + A[i][4]*B[4][j] + A[i][5]*B[', 'def matrix_multiplication_sum(A,B):\n\t#Compute the sum of the result and print it out.\n\tresult = np.sum(A*B)']"
63,"['Assign the matrix ""{A}"" to a variable named ""a"".', 'Assign the matrix ""{B}"" to a variable named ""b"".', 'Implement a function that computes the determinant of a matrix.', 'Check whether the determinant of matrix a is large than matrix b. If yes, print ""True"", otherwise print ""False"".']","[{'A': [[3, 2], [2, 3]], 'B': [[3, 2], [2, 2]]}, {'A': [[3, 2, 5], [2, 3, 5], [3, 5, 6]], 'B': [[3, 2], [2, -3]]}, {'A': [[1, 5, 67, -1], [2, 3, 6, 7], [2, 3, 6, 7], [2, 3, 6, 7]], 'B': [[0, 0], [1, 4]]}, {'A': [[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]], 'B': [[30000, 30000, 30000], [30000, 1, 1], [30000, 30000, 1]]}, {'A': [[1, 0, 6], [0, 1, 5], [0, 1, 4]], 'B': [[1, 0], [0, 1]]}]","['True', 'True', 'False', 'False', 'False']",128.0,data science,Matrix determinant ,Compare two matrix determinants.,64,"def matrix_determinant_(A,B):","['assert matrix_determinant_([[3, 2], [2, 3]],[[3, 2], [2, 2]]) == True', 'assert matrix_determinant_([[3, 2, 5], [2, 3, 5], [3, 5, 6]],[[3, 2], [2, -3]]) == True', 'assert matrix_determinant_([[1, 5, 67, -1], [2, 3, 6, 7], [2, 3, 6, 7], [2, 3, 6, 7]],[[0, 0], [1, 4]]) == False', 'assert matrix_determinant_([[30000, 30000, 1], [30000, 30000, 1], [30000, 30000, 1]],[[30000, 30000, 30000], [30000, 1, 1], [30000, 30000, 1]]) == False', 'assert matrix_determinant_([[1, 0, 6], [0, 1, 5], [0, 1, 4]],[[1, 0], [0, 1]]) == False']","['def matrix_determinant_(A,B):\n\t#Assign the matrix ""{A}"" to a variable named ""a"".\n\ta = A\n\ta = a.transpose()\n\ta = a.reshape(a.shape[0],1)\n\ta = a.transpose()\n\ta = a.reshape(1,a.shape[0])\n\ta = a.transpose()\n\ta = a.reshape(a.shape[0],a.shape[0])\n\ta = a.transpose()\n\ta = a.reshape(a.shape[0],a.shape[0])\n\ta = a.transpose()\n\ta = a.reshape(a.shape', 'def matrix_determinant_(A,B):\n\t#Assign the matrix ""{B}"" to a variable named ""b"".\n\tb = B\n\tif(A.shape[0]!= A.shape[1]):\n\telse:\n\tfor i in range(A.shape[0]):\n\t\tfor j in range(A.shape[1]):\n\t\t\tif(i == j):\n\t\t\telse:', 'def matrix_determinant_(A,B):\n\t#Implement a function that computes the determinant of a matrix.\n\tif A.shape[0]!= A.shape[1]:\n\t\traise ValueError(""Matrix must be square."")\n\tif A.shape[0] == 1:\n\telse:', 'def matrix_determinant_(A,B):\n\t#Check whether the determinant of matrix a is large than matrix b. If yes, print ""True"", otherwise print ""False"".\n\tif A[0][0] == A[1][1] == A[2][2] == 0:\n\t\treturn ""True""\n\telse:\n\t\treturn ""False""']"
64,"['Assign the list of numbesr ""{A}"" to a variable named ""my_numbers"".', 'Implement a function that computes the exponential output of a list.', 'Implement a function that computes summation of a list.', 'Implement a function that computes log of a number.', 'Print out the log of sum exponential my_numbers.']","[{'A': [1, 3, 2, 2]}, {'A': [1000, 1000, 1000]}, {'A': [0, 0.2, 0.4, -0.2]}, {'A': [1, 0, 0, 1, 3, 2, 0, 0.2]}, {'A': [0, 3, 1, 3, 2, 2, -0.2, 0.2]}]","[3.6265233750364456, 1001.0986122886682, 1.5111541217815447, 3.6144941975988285, 4.106068918955366]",128.0,data science,Log-sum-exp,Compute the log of sum exponential input.,65,def log-sum-exp(A):,"['assert log-sum-exp([1, 3, 2, 2]) == 3.6265233750364456', 'assert log-sum-exp([1000, 1000, 1000]) == 1001.0986122886682', 'assert log-sum-exp([0, 0.2, 0.4, -0.2]) == 1.5111541217815447', 'assert log-sum-exp([1, 0, 0, 1, 3, 2, 0, 0.2]) == 3.6144941975988285', 'assert log-sum-exp([0, 3, 1, 3, 2, 2, -0.2, 0.2]) == 4.106068918955366']","['def log-sum-exp(A):\n\t#Assign the list of numbesr ""{A}"" to a variable named ""my_numbers"".\n\tmy_numbers = A\n\tmax_number = max(my_numbers)\n\tmy_numbers.remove(max_number)\n\tmy_numbers.append(max_number)\n\tmy_sum = 0\n\tfor i in range(len(my_numbers)):\n\t\tmy_sum += math.exp(my_numbers[i])', 'def log-sum-exp(A):\n\t#Implement a function that computes the exponential output of a list.\n\tA = np.array(A)\n\tm = A.shape[0]\n\tA = A - np.max(A)\n\tA = np.exp(A)\n\tA = A / np.sum(A)\n\tA = np.sum(A)', 'def log-sum-exp(A):\n\t#Implement a function that computes summation of a list.\n\tA = np.array(A)\n\tm = A.shape[0]\n\tA = A - np.max(A)\n\tA = np.exp(A)\n\tA = A / np.sum(A)\n\tA = np.log(A)\n\tA = A - np.max(A)\n\tA = A - np.log(np.sum(A))', 'def log-sum-exp(A):\n\t#Implement a function that computes log of a number.\n\tA = np.array(A)\n\tif np.max(A) == 0:\n\telse:', 'def log-sum-exp(A):\n\t#Print out the log of sum exponential my_numbers.\n\tA = np.array(A)\n\tA = np.log(A)\n\tA = np.sum(A, axis=1)\n\tA = np.log(A)\n\treturn A']"
65,"['Assign the list of points ""{A}"" to a variable named ""my_points"".', 'Assign the integer ""{K}"" to a variable named ""k"".', 'Implement a function that computes the distance between a point and the origin (0,0).', 'Implement a function that computes the k closest points in an array to the origin and store as result.', 'Compute the k closest points in my_points and print them out.']","[{'A': [[1, 3], [2, 2]], 'K': 1}, {'A': [[0, 0], [1, 4], [-4, 6], [7, -1]], 'K': 1}, {'A': [[0, 0], [1, 4], [-4, 6], [7, -1]], 'K': 2}, {'A': [[1, 0], [0, 1], [3, 2], [0, 0.2], [0.4, -0.2]], 'K': 2}, {'A': [[0, 3], [1, 3], [2, 2], [-0.2, 0.2], [0.5, 0.5], [1, -0.5], [2, -0.5], [2, 1]], 'K': 1}]","[[2, 2], [0, 0], [[0, 0], [1, 4]], [[0, 0.2], [0.4, -0.2]], [-0.2, 0.2]]",128.0,array,K nearest points,Find the k nearest points to the origin.,66,"def k_nearest_points(A,K):","['assert k_nearest_points([[1, 3], [2, 2]],1) == [2, 2]', 'assert k_nearest_points([[0, 0], [1, 4], [-4, 6], [7, -1]],1) == [0, 0]', 'assert k_nearest_points([[0, 0], [1, 4], [-4, 6], [7, -1]],2) == [[0, 0], [1, 4]]', 'assert k_nearest_points([[1, 0], [0, 1], [3, 2], [0, 0.2], [0.4, -0.2]],2) == [[0, 0.2], [0.4, -0.2]]', 'assert k_nearest_points([[0, 3], [1, 3], [2, 2], [-0.2, 0.2], [0.5, 0.5], [1, -0.5], [2, -0.5], [2, 1]],1) == [-0.2, 0.2]']","['def k_nearest_points(A,K):\n\t#Assign the list of points ""{A}"" to a variable named ""my_points"".\n\tmy_points = A\n\tmy_distances = []\n\tfor i in range(len(my_points)):\n\t\tfor j in range(len(my_points)):\n\t\t\tif i!= j:\n\t\t\t\tmy_distances.append(euclidian_distance(my_points[i],my_points[j]))\n\tmy_distances.sort()', 'def k_nearest_points(A,K):\n\t#Assign the integer ""{K}"" to a variable named ""k"".\n\tk = K\n\tn = len(A)\n\tD = np.zeros((n,n))\n\tfor i in range(n):\n\t\tfor j in range(n):\n\t\t\tD[i,j] = np.linalg.norm(A[i]-A[j])\n\tD = D + D.T\n\tD = D/2\n\tD = D + D.T\n\tD = D/2\n\tD = D + D.T\n\tD = D/2\n\tD = D + D.T\n\tD = D', 'def k_nearest_points(A,K):\n\t#Implement a function that computes the distance between a point and the origin (0,0).\n\tA = np.array(A)\n\tK = np.array(K)', 'def k_nearest_points(A,K):\n\t#Implement a function that computes the k closest points in an array to the origin and store as result.\n\tresult = []\n\tfor i in range(K):\n\t\tresult.append(A[i])', 'def k_nearest_points(A,K):\n\t#Compute the k closest points in my_points and print them out.\n\tdistances = []\n\tfor i in range(len(A)):\n\t\tdistances.append(np.linalg.norm(A[i]-A[K]))\n\tdistances = np.array(distances)']"
